id,language,sentence,tokenized_sentence,expression,category,indices
11126,tr,"Bazı çevreler, ilerlemeye çelme atmak için uğraşıyor.","['Bazı', 'çevreler', ',', 'ilerlemeye', 'çelme', 'atmak', 'için', 'uğraşıyor', '.']",çelme atmak,idiomatic,"[4, 5]"
11127,tr,"Çelme atmak, sadece engellemekle kalmaz, güveni de sarsar.","['Çelme', 'atmak', ',', 'sadece', 'engellemekle', 'kalmaz', ',', 'güveni', 'de', 'sarsar', '.']",çelme atmak,idiomatic,"[0, 1]"
11128,tr,Bu tür davranışlar başarıya çelme atmak anlamına gelir.,"['Bu', 'tür', 'davranışlar', 'başarıya', 'çelme', 'atmak', 'anlamına', 'gelir', '.']",çelme atmak,idiomatic,"[4, 5]"
11129,tr,"Ekip içinde çelme atmak, çalışma barışını bozar.","['Ekip', 'içinde', 'çelme', 'atmak', ',', 'çalışma', 'barışını', 'bozar', '.']",çelme atmak,idiomatic,"[2, 3]"
11130,tr,"Çelme atmak, profesyonellikten uzak davranış biçimidir.","['Çelme', 'atmak', ',', 'profesyonellikten', 'uzak', 'davranış', 'biçimidir', '.']",çelme atmak,idiomatic,"[0, 1]"
11131,tr,Proje başarısına çelme atmak isteyenler dikkatle izlenmeli.,"['Proje', 'başarısına', 'çelme', 'atmak', 'isteyenler', 'dikkatle', 'izlenmeli', '.']",çelme atmak,idiomatic,"[2, 3]"
11132,tr,"Çelme atmak, ekip içi dayanışmayı zayıflatır ve sorun yaratır.","['Çelme', 'atmak', ',', 'ekip', 'içi', 'dayanışmayı', 'zayıflatır', 've', 'sorun', 'yaratır', '.']",çelme atmak,idiomatic,"[0, 1]"
11133,tr,"Rakibin planlarına çelme atmak, zaferi kazanmanın önündeki en büyük engeldir.","['Rakibin', 'planlarına', 'çelme', 'atmak', ',', 'zaferi', 'kazanmanın', 'önündeki', 'en', 'büyük', 'engeldir', '.']",çelme atmak,idiomatic,"[2, 3]"
11134,tr,"Projeye çelme atmak kimseye bir fayda sağlamaz, bunu unutmamalısın.","['Projeye', 'çelme', 'atmak', 'kimseye', 'bir', 'fayda', 'sağlamaz', ',', 'bunu', 'unutmamalısın', '.']",çelme atmak,idiomatic,"[1, 2]"
11135,tr,"Başarı yolunda çelme atmayın, herkes kendi emeğinin karşılığını almalı.","['Başarı', 'yolunda', 'çelme', 'atmayın', ',', 'herkes', 'kendi', 'emesinin', 'karşılığını', 'almali.', '.']",çelme atmak,idiomatic,"[2, 3]"
11136,tr,"Kimseye çelme atmak için fırsat vermemeliyiz, birlik içinde hareket etmek zorundayız.","['Kimseye', 'çelme', 'atmak', 'için', 'fırsat', 'vermeyelim', ',', 'birlik', 'içinde', 'hareket', 'etmek', 'zorundayız', '.']",çelme atmak,idiomatic,"[1, 2]"
11137,tr,"Zor durumda olanlara çelme atmak, insanlık dışı bir davranıştır.","['Zor', 'durumda', 'olanlara', 'çelme', 'atmak', ',', 'insanlık', 'dışı', 'bir', 'davranıştır', '.']",çelme atmak,idiomatic,"[3, 4]"
11138,tr,"Yaptığın işleri baltalamak yerine, neden çelme atmayı seçiyorsun?","['Yaptığın', 'işleri', 'baltalamak', 'yerine', ',', 'neden', 'çelme', 'atmayı', 'seçiyorsun', '?']",çelme atmak,idiomatic,"[6, 7]"
11139,tr,"Rakipler birbirine çelme atarken, asıl amaçlarını unutuyorlar.","['Rakipler', 'birbirine', 'çelme', 'atarken', ',', 'asıl', 'amaçlarını', 'unutuyorlar', '.']",çelme atmak,idiomatic,"[2, 3]"
11140,tr,"Çelme atmak yerine, birlikte çalışmanın yollarını aramalıyız.","['Çelme', 'atmak', 'yerine', ',', 'birlikte', 'çalışmanın', 'yollarını', 'aramalıyız', '.']",çelme atmak,idiomatic,"[0, 1]"
11141,tr,Kimseye çelme atanların sonunda kaybedeceği açıktır.,"['Kimseye', 'çelme', 'atanların', 'sonunda', 'kaybedeceği', 'açıktır', '.']",çelme atmak,idiomatic,"[1, 2]"
11142,tr,"Sürekli çelme atmak, güvenilirliğini yitirmene neden olabilir.","['Sürekli', 'çelme', 'atmak', ',', 'güvenilirliğini', 'yitirmene', 'neden', 'olabilir', '.']",çelme atmak,idiomatic,"[1, 2]"
11143,tr,"Çelme attığınızda, sadece karşınızdakini değil kendinizi de zor durumda bırakırsınız.","['Çelme', 'attığınızda', ',', 'sadece', 'karşınızdakini', 'değil', 'kendinizi', 'de', 'zor', 'durumda', 'bırakırsınız', '.']",çelme atmak,idiomatic,"[0, 1]"
11144,tr,"Bu tür durumlarda çelme atmak, takım ruhunu zedeler.","['Bu', 'tür', 'durumlarda', 'çelme', 'atmak', ',', 'takım', 'ruhunu', 'zedeler', '.']",çelme atmak,idiomatic,"[3, 4]"
11145,tr,"Çelme atmayı bırakıp, destek olmayı denesen iyi olur.","['Çelme', 'atmayı', 'bırakıp', ',', 'destek', 'olmayı', 'denesen', 'iyi', 'olur', '.']",çelme atmak,idiomatic,"[0, 1]"
11146,tr,Toplantıda çelme attığını fark ettim; bu davranışın kabul edilemez.,"['Toplantıda', 'çelme', 'attığını', 'fark', 'ettim', ';', 'bu', 'davranışın', 'kabul', 'edilemez', '.']",çelme atmak,idiomatic,"[1, 2]"
11147,tr,"Çelme atmak yerine, projeye katkı sağlaman çok daha faydalı olur.","['Çelme', 'atmak', 'yerine', ',', 'projeye', 'katkı', 'sağlaman', 'çok', 'daha', 'faydalı', 'olur', '.']",çelme atmak,idiomatic,"[0, 1]"
11148,tr,"Başarıya giden yolda çelme atmak, sadece gecikmeye yol açar.","['Başarıya', 'giden', 'yolda', 'çelme', 'atmak', ',', 'sadece', 'gecikmeye', 'yol', 'açar', '.']",çelme atmak,idiomatic,"[3, 4]"
11149,tr,"Çelme atmaya çalışmak, iyi niyetle bağdaşmaz.","['Çelme', 'atmaya', 'çalışmak', ',', 'iyi', 'niyetle', 'bağdaşmaz', '.']",çelme atmak,idiomatic,"[0, 1]"
11150,tr,"Birbirine çelme atmak, ekip çalışmasını olumsuz etkiler.","['Birbirine', 'çelme', 'atmak', ',', 'ekip', 'çalışmasını', 'olumsuz', 'etkiler', '.']",çelme atmak,idiomatic,"[1, 2]"
11151,tr,"Çelme atmak, sorun çözmek yerine yeni problemler yaratır.","['Çelme', 'atmak', ',', 'sorun', 'çözmek', 'yerine', 'yeni', 'problemler', 'yaratır', '.']",çelme atmak,idiomatic,"[0, 1]"
11152,tr,"Kendi işine çelme atmak, en büyük hatalardan biridir.","['Kendi', 'işine', 'çelme', 'atmak', ',', 'en', 'büyük', 'hatalardan', 'biridir', '.']",çelme atmak,idiomatic,"[2, 3]"
11153,tr,"Çelme atmak yerine, birlikte kazanmaya odaklanalım.","['Çelme', 'atmak', 'yerine', ',', 'birlikte', 'kazanmaya', 'odaklanalım', '.']",çelme atmak,idiomatic,"[0, 1]"
11154,tr,Böyle davranarak projeye çelme atmayalım ve işleri yoluna koyalım.,"['Böyle', 'davranarak', 'projeye', 'çelme', 'atmayalım', 've', 'işleri', 'yoluna', 'koyalım', '.']",çelme atmak,idiomatic,"[3, 4]"
11155,tr,"Çelme atmak, kısa vadede kazanç sağlasa da uzun vadede zarar getirir.","['Çelme', 'atmak', ',', 'kısa', 'vadede', 'kazanç', 'sağlasa', 'da', 'uzun', 'vadede', 'zarar', 'getirir', '.']",çelme atmak,idiomatic,"[0, 1]"
11156,tr,"Herkese çelme atmak, sonunda yalnız kalmana yol açar.","['Herkese', 'çelme', 'atmak', ',', 'sonunda', 'yalnız', 'kalmana', 'yol', 'açar', '.']",çelme atmak,idiomatic,"[1, 2]"
11157,tr,Çelme atmayı bırak ve işbirliğine açık ol.,"['Çelme', 'atmayı', 'bırak', 've', 'işbirliğine', 'açık', 'ol', '.']",çelme atmak,idiomatic,"[0, 1]"
11158,tr,Başarılarınıza çelme atmak isteyenlere karşı dikkatli olmalısınız.,"['Başarılarınıza', 'çelme', 'atmak', 'isteyenlere', 'karşı', 'dikkatli', 'olmalısınız', '.']",çelme atmak,idiomatic,"[1, 2]"
11159,tr,Çelme atanların niyetleri her zaman şüphelidir.,"['Çelme', 'atanların', 'niyetleri', 'her', 'zaman', 'şüphelidir', '.']",çelme atmak,idiomatic,"[0, 1]"
11160,tr,"Çelme atmak, sadece zaman kaybına yol açar.","['Çelme', 'atmak', ',', 'sadece', 'zaman', 'kaybına', 'yol', 'açar', '.']",çelme atmak,idiomatic,"[0, 1]"
11161,tr,Oyun sırasında rakibine çelme atmak tehlikeli olabilir.,"['Oyun', 'sırasında', 'rakibine', 'çelme', 'atmak', 'tehlikeli', 'olabilir', '.']",çelme atmak,literal,[-1]
11162,tr,"Lütfen kimseye çelme atmayın, dikkatli yürüyün.","['Lütfen', 'kimseye', 'çelme', 'atmayın', ',', 'dikkatli', 'yürüyün', '.']",çelme atmak,literal,[-1]
11163,tr,Sokakta koşarken bir arkadaşına çelme atmak uygun değildir.,"['Sokakta', 'koşarken', 'bir', 'arkadaşına', 'çelme', 'atmak', 'uygun', 'değildir', '.']",çelme atmak,literal,[-1]
11164,tr,Çelme atmak sporda ciddi yaralanmalara yol açabilir.,"['Çelme', 'atmak', 'sporda', 'ciddi', 'yaralanmalara', 'yol', 'açabilir', '.']",çelme atmak,literal,[-1]
11165,tr,Çocuklar oyun alanında birbirine çelme atmak yerine yardım etmelidir.,"['Çocuklar', 'oyun', 'alanında', 'birbirine', 'çelme', 'atmak', 'yerine', 'yardım', 'etmelidir', '.']",çelme atmak,literal,[-1]
11166,tr,"Dikkat et, çelme atmak kazaya sebep olabilir.","['Dikkat', 'et', ',', 'çelme', 'atmak', 'kazaya', 'sebep', 'olabilir', '.']",çelme atmak,literal,[-1]
11167,tr,Koşucular birbirine çelme atmadan yarışmayı tamamladı.,"['Koşucular', 'birbirine', 'çelme', 'atmadan', 'yarışmayı', 'tamamladı', '.']",çelme atmak,literal,[-1]
11168,tr,Olimpiyatlarda çelme atmak kesinlikle yasaktır.,"['Olimpiyatlarda', 'çelme', 'atmak', 'kesinlikle', 'yasaktır', '.']",çelme atmak,literal,[-1]
11169,tr,Top oyunlarında çelme atmak rakip takımın hareketlerini zorlaştırır.,"['Top', 'oyunlarında', 'çelme', 'atmak', 'rakip', 'takımın', 'hareketlerini', 'zorlaştırır', '.']",çelme atmak,literal,[-1]
11170,tr,"Yolda yürürken kimseye çelme atmak istemezsin, değil mi?","['Yolda', 'yürürken', 'kimseye', 'çelme', 'atmak', 'istemezsin', ',', 'değil', 'mi', '?']",çelme atmak,literal,[-1]
11171,tr,Sokakta koştuğun zaman çelme atmak sakıncalı sonuçlar doğurabilir.,"['Sokakta', 'koştuğun', 'zaman', 'çelme', 'atmak', 'sakıncalı', 'sonuçlar', 'doğurabilir', '.']",çelme atmak,literal,[-1]
11172,tr,Gençler arasında çelme atmak çoğu zaman kavgalara neden olur.,"['Gençler', 'arasında', 'çelme', 'atmak', 'çoğu', 'zaman', 'kavgalara', 'neden', 'olur', '.']",çelme atmak,literal,[-1]
11173,tr,Eğitimciler çocuklara çelme atmak yerine birlikte oynamayı öğütler.,"['Eğitimciler', 'çocuklara', 'çelme', 'atmak', 'yerine', 'birlikte', 'oynamayı', 'öğütler', '.']",çelme atmak,literal,[-1]
11174,tr,Parkurda çelme atmak düşmelere yol açabilir.,"['Parkurda', 'çelme', 'atmak', 'düşmelere', 'yol', 'açabilir', '.']",çelme atmak,literal,[-1]
11175,tr,Futbol maçında çelme atmak faul ile sonuçlanır.,"['Futbol', 'maçında', 'çelme', 'atmak', 'faul', 'ile', 'sonuçlanır', '.']",çelme atmak,literal,[-1]
11176,tr,Koşu sırasında çelme atmak spor ahlakına aykırıdır.,"['Koşu', 'sırasında', 'çelme', 'atmak', 'spor', 'ahlakına', 'aykırıdır', '.']",çelme atmak,literal,[-1]
11177,tr,Onun çelme atmak amacıyla yere uzandığını gördüm.,"['Onun', 'çelme', 'atmak', 'amacıyla', 'yere', 'uzandığını', 'gördüm', '.']",çelme atmak,literal,[-1]
11178,tr,Çelme atmak spor müsabakalarında ağır bir ihlaldir.,"['Çelme', 'atmak', 'spor', 'müsabakalarında', 'ağır', 'bir', 'ihlaldir', '.']",çelme atmak,literal,[-1]
11179,tr,Tahtanın üzerine çelme atmak denemek isteyenler dikkatli olmalı.,"['Tahtanın', 'üzerine', 'çelme', 'atmak', 'denemek', 'isteyenler', 'dikkatli', 'olmalı', '.']",çelme atmak,literal,[-1]
11180,tr,Birine çelme atmak için uygun anı beklemek gerekir.,"['Birine', 'çelme', 'atmak', 'için', 'uygun', 'anı', 'beklemek', 'gerekir', '.']",çelme atmak,literal,[-1]
11181,tr,Sporcular çelme atmak gibi hareketlerden kaçınmalıdır.,"['Sporcular', 'çelme', 'atmak', 'gibi', 'hareketlerden', 'kaçınmalıdır', '.']",çelme atmak,literal,[-1]
11182,tr,Kardeşim oyun sırasında bile çelme atmak istemedi.,"['Kardeşim', 'oyun', 'sırasında', 'bile', 'çelme', 'atmak', 'istemedi', '.']",çelme atmak,literal,[-1]
11183,tr,Çelme atmak isteyenler genellikle hızlı hareket eder.,"['Çelme', 'atmak', 'isteyenler', 'genellikle', 'hızlı', 'hareket', 'eder', '.']",çelme atmak,literal,[-1]
11184,tr,Parkta koşarken çelme atmak hem riskli hem de tehlikelidir.,"['Parkta', 'koşarken', 'çelme', 'atmak', 'hem', 'riskli', 'hem', 'de', 'tehlikelidir', '.']",çelme atmak,literal,[-1]
11185,tr,Çelme atmak sporda kabul edilemez bir davranıştır.,"['Çelme', 'atmak', 'sporda', 'kabul', 'edilemez', 'bir', 'davranıştır', '.']",çelme atmak,literal,[-1]
11186,tr,Yarışta çelme atmak için uygun bir fırsat yakaladı mı?,"['Yarışta', 'çelme', 'atmak', 'için', 'uygun', 'bir', 'fırsat', 'yakaladı', 'mı', '?']",çelme atmak,literal,[-1]
11187,tr,Sokakta çelme atmak yasaktır ve cezai müeyyidesi vardır.,"['Sokakta', 'çelme', 'atmak', 'yasaktır', 've', 'cezai', 'müeyyidesi', 'vardır', '.']",çelme atmak,literal,[-1]
11188,tr,Çelme atmak hareketi kaygan zeminlerde daha tehlikelidir.,"['Çelme', 'atmak', 'hareketi', 'kaygan', 'zeminlerde', 'daha', 'tehlikelidir', '.']",çelme atmak,literal,[-1]
11189,tr,"Çelme atmak, özellikle çocuk oyunlarında sakıncalı olabilir.","['Çelme', 'atmak', ',', 'özellikle', 'çocuk', 'oyunlarında', 'sakıncalı', 'olabilir', '.']",çelme atmak,literal,[-1]
11190,tr,"Antrenör, çelme atmak gibi tehlikeli hareketlerden kaçınılmasını istedi.","['Antrenör', ',', 'çelme', 'atmak', 'gibi', 'tehlikeli', 'hareketlerden', 'kaçınılmasını', 'istedi', '.']",çelme atmak,literal,[-1]
11191,tr,Buz pateni yaparken çelme atmak düşmelere sebep olabilir.,"['Buz', 'pateni', 'yaparken', 'çelme', 'atmak', 'düşmelere', 'sebep', 'olabilir', '.']",çelme atmak,literal,[-1]
11192,tr,Oyun sırasında rakibin ayağına çelme attılar ve düştü.,"['Oyun', 'sırasında', 'rakibin', 'ayağına', 'çelme', 'attılar', 've', 'düştü', '.']",çelme atmak,literal,[-1]
11193,tr,"Dikkat et, koşarken çelme atmak istemem sana.","['Dikkat', 'et', ',', 'koşarken', 'çelme', 'atmak', 'istemem', 'sana', '.']",çelme atmak,literal,[-1]
11194,tr,Sokakta yürürken biri aniden çelme atmaya çalıştı.,"['Sokakta', 'yürürken', 'biri', 'aniden', 'çelme', 'atmaya', 'çalıştı', '.']",çelme atmak,literal,[-1]
11195,tr,"Çelme atmak tehlikelidir, dikkatli olmalısın.","['Çelme', 'atmak', 'tehlikelidir', ',', 'dikkatli', 'olmalısın', '.']",çelme atmak,literal,[-1]
11196,tr,Top oyununda çelme atmak kesinlikle yasaktır.,"['Top', 'oyununda', 'çelme', 'atmak', 'kesinlikle', 'yasaktır', '.']",çelme atmak,literal,[-1]
11197,tr,Koşu yarışında çelme atmak adil olmayan bir davranıştır.,"['Koşu', 'yarışında', 'çelme', 'atmak', 'adil', 'olmayan', 'bir', 'davranıştır', '.']",çelme atmak,literal,[-1]
11198,tr,Sence arkadaşına çelme atmak doğru mu?,"['Sence', 'arkadaşına', 'çelme', 'atmak', 'doğru', 'mu', '?']",çelme atmak,literal,[-1]
11199,tr,"Spor salonunda kimseye çelme atma, sakatlanabilirsin.","['Spor', 'salonunda', 'kimseye', 'çelme', 'atma', ',', 'sakatlanabilirsin', '.']",çelme atmak,literal,[-1]
11200,tr,"Ayaklarına çelme atmak, onu yere sermek için planlanmıştı.","['Ayaklarına', 'çelme', 'atmak', ',', 'onu', 'yere', 'sermek', 'için', 'planlanmıştı', '.']",çelme atmak,literal,[-1]
11201,tr,Futbol maçında rakibe çelme atmak hakeme takıldı.,"['Futbol', 'maçında', 'rakibe', 'çelme', 'atmak', 'hakeme', 'takıldı', '.']",çelme atmak,literal,[-1]
11202,tr,"Lütfen koşarken çelme atma, düşüp sakatlanabiliriz.","['Lütfen', 'koşarken', 'çelme', 'atma', ',', 'düşüp', 'sakatlanabiliriz', '.']",çelme atmak,literal,[-1]
11203,tr,Parkta oynarken çelme atmak eğlenceliydi ama tehlikeliydi.,"['Parkta', 'oynarken', 'çelme', 'atmak', 'eğlenceliydi', 'ama', 'tehlikeliydi', '.']",çelme atmak,literal,[-1]
11204,tr,Koşu pistinde çelme atmanın sonuçları ağır olabilir.,"['Koşu', 'pistinde', 'çelme', 'atmanın', 'sonuçları', 'ağır', 'olabilir', '.']",çelme atmak,literal,[-1]
11205,tr,Birbirimize çelme atmak yerine birlikte yürüyelim.,"['Birbirimize', 'çelme', 'atmak', 'yerine', 'birlikte', 'yürüyelim', '.']",çelme atmak,literal,[-1]
11206,tr,Yolda yürürken çelme atmak kazaya sebep olabilir.,"['Yolda', 'yürürken', 'çelme', 'atmak', 'kazaya', 'sebep', 'olabilir', '.']",çelme atmak,literal,[-1]
11207,tr,Sahada çelme atmak spor ruhuna aykırıdır.,"['Sahada', 'çelme', 'atmak', 'spor', 'ruhuna', 'aykırıdır', '.']",çelme atmak,literal,[-1]
11208,tr,Çocuklar oyun sırasında birbirlerine çelme atmayı bıraktılar.,"['Çocuklar', 'oyun', 'sırasında', 'birbirlerine', 'çelme', 'atmayı', 'bıraktılar', '.']",çelme atmak,literal,[-1]
11209,tr,Koşucular piste çıktığında çelme atmak yasaklandı.,"['Koşucular', 'piste', 'çıktığında', 'çelme', 'atmak', 'yasaklandı', '.']",çelme atmak,literal,[-1]
11210,tr,Toplantıda biri ayağıma çelme atmaya çalıştı ama başaramadı.,"['Toplantıda', 'biri', 'ayağıma', 'çelme', 'atmaya', 'çalıştı', 'ama', 'başaramadı', '.']",çelme atmak,literal,[-1]
11211,tr,Kardeşlerin oyununda çelme atmak sık sık görülür.,"['Kardeşlerin', 'oyununda', 'çelme', 'atmak', 'sık', 'sık', 'görülür', '.']",çelme atmak,literal,[-1]
11212,tr,Beden eğitimi dersinde çelme atmak kesinlikle yasaklandı.,"['Beden', 'eğitimi', 'dersinde', 'çelme', 'atmak', 'kesinlikle', 'yasaklandı', '.']",çelme atmak,literal,[-1]
11213,tr,Düşmemek için çelme atmaya karşı dikkatli olmak lazım.,"['Düşmemek', 'için', 'çelme', 'atmaya', 'karşı', 'dikkatli', 'olmak', 'lazım', '.']",çelme atmak,literal,[-1]
11214,tr,"Oyun alanında çelme atmak, çocuklar arasında popüler bir hareketti.","['Oyun', 'alanında', 'çelme', 'atmak', ',', 'çocuklar', 'arasında', 'popüler', 'bir', 'hareketti', '.']",çelme atmak,literal,[-1]
11215,tr,Akrobatik gösteride çelme atmak büyük risk taşıyor.,"['Akrobatik', 'gösteride', 'çelme', 'atmak', 'büyük', 'risk', 'taşıyor', '.']",çelme atmak,literal,[-1]
11216,tr,Kışın buzlu zeminde çelme atmak ciddi tehlikelere yol açabilir.,"['Kışın', 'buzlu', 'zeminde', 'çelme', 'atmak', 'ciddi', 'tehlikelere', 'yol', 'açabilir', '.']",çelme atmak,literal,[-1]
11217,tr,Yolda yürürken arkamdan çelme atmaya çalıştılar.,"['Yolda', 'yürürken', 'arkamdan', 'çelme', 'atmaya', 'çalıştılar', '.']",çelme atmak,literal,[-1]
11218,tr,Çelme atmak sporda disiplinsizlik olarak görülür.,"['Çelme', 'atmak', 'sporda', 'disiplinsizlik', 'olarak', 'görülür', '.']",çelme atmak,literal,[-1]
11219,tr,Koşu parkurunda çelme atmak kural ihlalidir.,"['Koşu', 'parkurunda', 'çelme', 'atmak', 'kural', 'ihlalidir', '.']",çelme atmak,literal,[-1]
11220,tr,Tiyatro oyununda karakterlerden biri çelme atmak zorundaydı.,"['Tiyatro', 'oyununda', 'karakterlerden', 'biri', 'çelme', 'atmak', 'zorundaydı', '.']",çelme atmak,literal,[-1]
11221,tr,Çelme atmak için doğru zamanı beklemek gerekir.,"['Çelme', 'atmak', 'için', 'doğru', 'zamani', 'beklemek', 'gerekir', '.']",çelme atmak,literal,[-1]
11222,tr,Çelme atmak ister misin? Önce deneme yapalım.,"['Çelme', 'atmak', 'ister', 'misin', '?', 'Önce', 'deneme', 'yapalım', '.']",çelme atmak,literal,[-1]
11223,tr,"Saha içinde çelme atmak, oyuncular arasında ciddi sorun yaratır.","['Saha', 'içinde', 'çelme', 'atmak', ',', 'oyuncular', 'arasında', 'ciddi', 'sorun', 'yaratır', '.']",çelme atmak,literal,[-1]
11224,tr,Yolda yürürken biri bana çelme attı ve düştüm.,"['Yolda', 'yürürken', 'biri', 'bana', 'çelme', 'attı', 've', 'düştüm', '.']",çelme atmak,literal,[-1]
11225,tr,"Sahada rakip oyuncu, koşarken ona çelme atarak engel oldu.","['Sahada', 'rakip', 'oyuncu', ',', 'koşarken', 'ona', 'çelme', 'atarak', 'engel', 'oldu', '.']",çelme atmak,literal,[-1]
11226,tr,Çocuklar oyun oynarken birbirlerine çelme atmamaya dikkat etmeliler.,"['Çocuklar', 'oyun', 'oynarken', 'birbirlerine', 'çelme', 'atmamaya', 'dikkat', 'etmeliler', '.']",çelme atmak,literal,[-1]
11227,tr,"Lütfen kimseye çelme atma, herkesin dengesi bozulabilir.","['Lütfen', 'kimseye', 'çelme', 'atma', ',', 'herkesin', 'dengesi', 'bozulabilir', '.']",çelme atmak,literal,[-1]
11228,tr,"Oyun alanında dikkatli ol, başkalarına çelme atmak istemezsin.","['Oyun', 'alanında', 'dikkatli', 'ol', ',', 'başkalarına', 'çelme', 'atmak', 'istemezsin', '.']",çelme atmak,literal,[-1]
11229,tr,Geçen sefer kayarken birine yanlışlıkla çelme attım.,"['Geçen', 'sefer', 'kayarken', 'birine', 'yanlışlıkla', 'çelme', 'attım', '.']",çelme atmak,literal,[-1]
11230,tr,"Antrenör, oyunculara birbirlerine çelme atmamalarını öğütledi.","['Antrenör', ',', 'oyunculara', 'birbirlerine', 'çelme', 'atmamalarını', 'öğütledi', '.']",çelme atmak,literal,[-1]
11231,tr,Çelme atmak sporda ciddi sakatlanmalara yol açabilir.,"['Çelme', 'atmak', 'sporda', 'ciddi', 'sakarlanmalara', 'yol', 'açabilir', '.']",çelme atmak,literal,[-1]
11232,tr,Koşarken birdenbire çelme atmak doğru bir davranış değil.,"['Koşarken', 'birdenbire', 'çelme', 'atmak', 'doğru', 'bir', 'davranış', 'değil', '.']",çelme atmak,literal,[-1]
11233,tr,Toplu oyunlarda çelme atmak yasaktır ve cezası vardır.,"['Toplu', 'oyunlarda', 'çelme', 'atmak', 'yasaktır', 've', 'cezası', 'vardır', '.']",çelme atmak,literal,[-1]
11234,tr,Arkadaşına oyun sırasında çelme atmayacağını umuyorum.,"['Arkadaşına', 'oyun', 'sırasında', 'çelme', 'atmayacağını', 'umuyorum', '.']",çelme atmak,literal,[-1]
11235,tr,"Çelme atmak, insanların dengelerini bozabilir ve düşmelerine neden olur.","['Çelme', 'atmak', ',', 'insanların', 'dengelerini', 'bozabilir', 've', 'düşmelerine', 'neden', 'olur', '.']",çelme atmak,literal,[-1]
11236,tr,Sokakta koşarken bir çocuk diğerine çelme attı ve o yere kapaklandı.,"['Sokakta', 'koşarken', 'bir', 'çocuk', 'diğerine', 'çelme', 'attı', 've', 'o', 'yere', 'kapaklandı', '.']",çelme atmak,literal,[-1]
11237,tr,Bu oyunda çelme atmak kesinlikle kabul edilemez bir davranıştır.,"['Bu', 'oyunda', 'çelme', 'atmak', 'kesinlikle', 'kabul', 'edilemez', 'bir', 'davranıştır', '.']",çelme atmak,literal,[-1]
11238,tr,"Büyük bir hızla koşan sporcu, rakibine çelme atmaya çalıştı.","['Büyük', 'bir', 'hızla', 'koşan', 'sporcu', ',', 'rakibine', 'çelme', 'atmaya', 'çalıştı', '.']",çelme atmak,literal,[-1]
11239,tr,"Birbirine çelme atmak, oyun ruhuna aykırıdır ve hoş karşılanmaz.","['Birbirine', 'çelme', 'atmak', ',', 'oyun', 'ruhuna', 'aykırıdır', 've', 'hoş', 'karşılanmaz', '.']",çelme atmak,literal,[-1]
11240,tr,"Koşu parkurunda biri diğerine çelme atarsa, hakem oyunu durdurur.","['Koşu', 'parkurunda', 'biri', 'diğerine', 'çelme', 'atarsa', ',', 'hakem', 'oyunu', 'durdurur', '.']",çelme atmak,literal,[-1]
11241,tr,"Çelme atmak isteyenler, önce sonuçlarını düşünmelidir.","['Çelme', 'atmak', 'isteyenler', ',', 'önce', 'sonuçlarını', 'düşünmelidir', '.']",çelme atmak,literal,[-1]
11242,tr,Trafikte yanlışlıkla birine çelme atmak gibi bir durum yaşandı.,"['Trafikte', 'yanlışlıkla', 'birine', 'çelme', 'atmak', 'gibi', 'bir', 'durum', 'yaşandı', '.']",çelme atmak,literal,[-1]
11243,tr,Okul bahçesinde çocukların birbirine çelme atması sıkça görülür.,"['Okul', 'bahçesinde', 'çocukların', 'birbirine', 'çelme', 'atması', 'sıkça', 'görülür', '.']",çelme atmak,literal,[-1]
11244,tr,Bir adım geri at ve kimseye çelme atmadığından emin ol.,"['Bir', 'adım', 'geri', 'at', 've', 'kimseye', 'çelme', 'atmadığından', 'emin', 'ol', '.']",çelme atmak,literal,[-1]
11245,tr,Karda yürürken birine çelme atarsan herkes düşebilir.,"['Karda', 'yürürken', 'birine', 'çelme', 'atarsan', 'herkes', 'düşebilir', '.']",çelme atmak,literal,[-1]
11246,tr,"Çelme atmak, fiziksel oyunlarda güvenlik riskini artırır.","['Çelme', 'atmak', ',', 'fiziksel', 'oyunlarda', 'güvenlik', 'riskini', 'arttırır', '.']",çelme atmak,literal,[-1]
11247,tr,"Yarış sırasında çelme atmak, sporun etik kurallarına aykırıdır.","['Yarış', 'sırasında', 'çelme', 'atmak', ',', 'sporun', 'etik', 'kurallarına', 'aykırıdır', '.']",çelme atmak,literal,[-1]
11248,tr,Birbirimize çelme atmak yerine birlikte oyun oynamalıyız.,"['Birbirimize', 'çelme', 'atmak', 'yerine', 'birlikte', 'oyun', 'oynamalıyız', '.']",çelme atmak,literal,[-1]
11249,tr,"Kötü niyetle çelme atmak, ciddi kazalara sebep olabilir.","['Kötü', 'niyetle', 'çelme', 'atmak', ',', 'ciddi', 'kazalara', 'sebep', 'olabilir', '.']",çelme atmak,literal,[-1]
11250,tr,Güvenli bir oyun için kimseye çelme atmak yasaktır.,"['Güvenli', 'bir', 'oyun', 'için', 'kimseye', 'çelme', 'atmak', 'yasaktır', '.']",çelme atmak,literal,[-1]
11251,tr,"Antrenmanlarda çelme atmak, sporcuların sakatlanmasına neden olabilir.","['Antrenmanlarda', 'çelme', 'atmak', ',', 'sporcuların', 'sakarlanmasına', 'neden', 'olabilir', '.']",çelme atmak,literal,[-1]
11252,tr,"Dikkatli ol, koşarken çelme atmak istemezsin.","['Dikkatli', 'ol', ',', 'koşarken', 'çelme', 'atmak', 'istemezsin', '.']",çelme atmak,literal,[-1]
